词语	强度	极性
腾云驾雾	strongsubj	negative
梯山架壑	strongsubj	positive
鶗鴂彫卉	strongsubj	negative
逖听遐视	strongsubj	positive
殢雨尤云	strongsubj	0
天下莫敌	strongsubj	positive
天方夜谭	midsubj	negative
天年不遂	strongsubj	negative
天真烂熳	strongsubj	positive
天假之年	strongsubj	positive
天与人归	strongsubj	positive
添枝加叶	strongsubj	negative
恬不知怪	strongsubj	positive
挑三拨四	strongsubj	negative
挑脣料嘴	strongsubj	negative
铁打心肠	strongsubj	0
铁棒磨成针	strongsubj	positive
铁树花开	strongsubj	positive
挺而走险	strongsubj	positive
通元识微	strongsubj	positive
通材达识	strongsubj	positive
通时合变	strongsubj	positive
通权达理	strongsubj	positive
同心一力	strongsubj	positive
同心协力	strongsubj	positive
同休共戚	strongsubj	positive
同流合汙	strongsubj	negative
同尘合汙	strongsubj	negative
同声相求	strongsubj	positive
铜城铁壁	strongsubj	positive
铜铸铁浇	strongsubj	positive
头一无二	strongsubj	positive
头昏脑眩	midsubj	0
头梢自领	midsubj	negative
头痛额热	weaksubj	negative
投卵击石	strongsubj	negative
糖衣炮弹	strongsubj	negative
逃难	midsubj	negative
陶铸	midsubj	positive
套交情	midsubj	negative
天禀	weaksubj	positive
天神	strongsubj	positive
天资	weaksubj	positive
甜密	strongsubj	positive
铁饭碗	strongsubj	positive
触目	strongsubj	negative
摧枯拉朽	strongsubj	positive
村学究语	midsubj	negative
寸长尺技	midsubj	negative
撮科打閧	midsubj	positive
打死虎	strongsubj	negative
打富济贫	midsubj	positive
大吆小喝	midsubj	negative
大音希声	strongsubj	positive
大智如愚	strongsubj	positive
大头小尾	midsubj	positive
代越庖俎	midsubj	negative
戴天履地	midsubj	positive
戴罪立功	midsubj	0
单刀直入	midsubj	positive
担惊受恐	midsubj	0
胆大心雄	midsubj	positive
胆粗气壮	midsubj	positive
诞幻不经	midsubj	negative
弹空说嘴	midsubj	negative
刀光血影	midsubj	negative
倒打一耙	midsubj	negative
倒执手版	midsubj	0
道山学海	midsubj	positive
道东说西	midsubj	negative
道微德薄	midsubj	negative
道殣相属	midsubj	negative
得不偿丧	midsubj	0
得意扬扬	midsubj	positive
德重恩弘	midsubj	positive
砥柱中流	strongsubj	positive
地久天长	strongsubj	positive
雕文织采	midsubj	positive
雕虫小巧	midsubj	negative
彫虫篆刻	midsubj	negative
调良稳泛	midsubj	0
跌宕风流	midsubj	positive
蹀躞不下	midsubj	negative
丢三拉四	midsubj	negative
东方不亮西方亮	midsubj	positive
东床娇婿	midsubj	positive
东游西逛	midsubj	negative
花枪	midsubj	negative
怀鬼胎	weaksubj	negative
黄口小儿	weaksubj	negative
恍忽	weaksubj	0
回首	weaksubj	0
浑厚	midsubj	positive
骨气	weaksubj	positive
呱嗒	weaksubj	negative
光蛋	weaksubj	negative
遣兴陶情	midsubj	positive
强直自遂	strongsubj	positive
强文假醋	strongsubj	negative
敲竹槓	strongsubj	negative
敲锣打鼓	strongsubj	positive
巧偷豪夺	midsubj	negative
嵚崎磊落	strongsubj	positive
沁人心肺	strongsubj	positive
青钱万选	strongsubj	positive
轻生重义	midsubj	positive
轻财仗义	midsubj	positive
轻怜疼惜	midsubj	positive
清风亮节	strongsubj	positive
清辞丽曲	midsubj	0
区闻陬见	midsubj	negative
驱霆策电	strongsubj	positive
权变锋出	strongsubj	positive
雀目鼠步	strongsubj	negative
鹊巢鸠佔	strongsubj	negative
让逸竞劳	midsubj	positive
人亡家破	midsubj	negative
人面狗心	midsubj	negative
人喊马嘶	strongsubj	positive
忍苦耐劳	midsubj	positive
日旰忘餐	midsubj	positive
日乾夕惕	midsubj	positive
日丽风和	midsubj	positive
柔情侠骨	midsubj	positive
柔肠百转	midsubj	positive
如此而已	midsubj	negative
如拾地芥	midsubj	positive
如汤沃雪	midsubj	positive
如解倒悬	midsubj	positive
如龙似虎	midsubj	positive
儒雅风流	midsubj	positive
入火赴汤	midsubj	positive
入海算沙	midsubj	negative
软谈丽语	midsubj	positive
撒娇撒痴	midsubj	positive
三十而立	midsubj	positive
三台八座	midsubj	positive
三灾六难	midsubj	negative
三纸无驴	midsubj	negative
三跪九叩	midsubj	positive
三臡八菹	midsubj	positive
桑中之喜	midsubj	negative
丧家之狗	midsubj	negative
山上无老虎，猴子称大王	midsubj	negative
山穷水绝	midsubj	negative
讪皮讪脸	midsubj	negative
伤弓之鸟	midsubj	negative
赏不逾时	midsubj	positive
赏贤使能	midsubj	positive
上天入地	midsubj	positive
舍近求远	midsubj	negative
射石饮羽	midsubj	positive
身不遇时	midsubj	negative
身首异地	midsubj	negative
身远心近	midsubj	positive
深仁厚泽	midsubj	positive
深计远虑	midsubj	positive
深情厚意	midsubj	positive
神工鬼力	midsubj	positive
神乎其神	midsubj	positive
神来之笔	midsubj	positive
神眉鬼眼	midsubj	negative
神清气朗	midsubj	positive
神号鬼哭	midsubj	negative
神机鬼械	midsubj	negative
神谟远算	midsubj	positive
尸禄素飡	midsubj	negative
失时落势	midsubj	negative
失魂荡魄	midsubj	negative
刺激	midsubj	negative
从犯	strongsubj	negative
粗活	midsubj	negative
错别字	weaksubj	negative
打破	midsubj	negative
震惊	strongsubj	0
造化小儿	midsubj	negative
庞眉皓发	midsubj	0
愁眉啼妆	strongsubj	0
掷果潘安	strongsubj	positive
漆身吞炭	strongsubj	positive
油头滑脑 	midsubj	negative
衷曲	strongsubj	negative
雄姿英发	strongsubj	positive
少气无力	strongsubj	negative
付之一笑	strongsubj	positive
烟视媚行	strongsubj	negative
耳根清净	strongsubj	positive
舌敝唇焦	strongsubj	negative
筋疲力尽	strongsubj	negative
头重脚轻	strongsubj	negative
清心寡欲	strongsubj	positive
不可磨灭	strongsubj	positive
落月屋梁	strongsubj	negative
畏威怀德	strongsubj	negative
弘誓大愿	strongsubj	positive
力不胜任	midsubj	negative
无从下手	strongsubj	negative
大旱云霓	strongsubj	negative
千金买骨	strongsubj	positive
延颈举踵	strongsubj	negative
神色自若	strongsubj	positive
屠门大嚼	strongsubj	positive
心荡神迷	strongsubj	negative
一则以喜，一则以惧	strongsubj	negative
叨在知己	strongsubj	negative
抚心自问	strongsubj	negative
豪放不羁	strongsubj	positive
笑逐颜开	strongsubj	positive
无官一身轻	strongsubj	positive
轩轩甚得	strongsubj	positive
怒火中烧	strongsubj	negative
惯愤不平	strongsubj	negative
痛定思痛	strongsubj	negative
惙怛伤悴	strongsubj	negative
宝卷	strongsubj	positive
保养	strongsubj	positive
报丧	strongsubj	negative
暴风雨	midsubj	negative
悲歌	midsubj	negative
背气	weaksubj	negative
奔腾	strongsubj	positive
崩漏	strongsubj	negative
鼻咽癌	strongsubj	negative
必得	strongsubj	positive
庇佑	strongsubj	positive
壁上观	strongsubj	negative
边区	strongsubj	positive
贬责	strongsubj	negative
误事	midsubj	negative
西洋景	midsubj	negative
稀糟	strongsubj	0
洗礼	midsubj	positive
喜剧	weaksubj	0
戏耍	weaksubj	negative
细作	weaksubj	0
下第	midsubj	0
下台	weaksubj	0
先达	midsubj	positive
鲜果	weaksubj	0
闲工夫	weaksubj	0
闲庭	weaksubj	positive
嫌隙	midsubj	0
显扬	midsubj	0
险滩	weaksubj	0
现行犯	weaksubj	negative
偌大	weaksubj	positive
洒狗血	weaksubj	negative
散落	midsubj	negative
丧礼	strongsubj	negative
扫灭	midsubj	negative
瑟瑟	midsubj	negative
傻劲儿	weaksubj	negative
姗姗	weaksubj	positive
善后	weaksubj	positive
赡养	weaksubj	positive
伤亡	midsubj	negative
商酌	weaksubj	positive
赏阅	weaksubj	positive
上房	midsubj	positive
上劲	weaksubj	positive
紧绷绷	strongsubj	0
京京	strongsubj	0
久仰	strongsubj	positive
改窜	strongsubj	negative
寄托	midsubj	positive
嘉肴	midsubj	positive
假托	weaksubj	negative
俭约	weaksubj	0
犟劲	weaksubj	positive
披麻救火	weaksubj	negative
匹马当先	weaksubj	positive
飘茵落溷	weaksubj	negative
贫贱骄人	strongsubj	negative
破卵倾巢	strongsubj	negative
破愁为笑	weaksubj	0
剖析肝胆	weaksubj	positive
七步之才	weaksubj	positive
七窍冒火	strongsubj	negative
奇想天开	weaksubj	negative
骑牛读汉书	midsubj	positive
骑鹤维扬	midsubj	negative
棋逢敌手	midsubj	positive
杞梓之林	weaksubj	positive
气决泉达	midsubj	positive
气满志骄	strongsubj	positive
弃邪归正	weaksubj	positive
弃义倍信	midsubj	negative
洽博多闻	strongsubj	positive
千古绝唱	strongsubj	positive
千里姻缘一线牵	midsubj	0
千灾百难	strongsubj	negative
千思万虑	strongsubj	0
千载一圣	strongsubj	positive
千头万序	strongsubj	0
迁善去恶	strongsubj	positive
牵萝莫补	strongsubj	0
前功尽灭	strongsubj	0
前瞻后顾	strongsubj	negative
潜精研思	strongsubj	positive
名教	strongsubj	positive
名士派	strongsubj	positive
明眼人	midsubj	positive
默哀	strongsubj	negative
纳福	midsubj	positive
依仗	strongsubj	negative
贻误	midsubj	negative
义卖	midsubj	positive
义战	strongsubj	positive
意志	midsubj	positive
应付	strongsubj	negative
御用	strongsubj	negative
元旦	strongsubj	positive
元夜	midsubj	positive
原子炸弹	strongsubj	negative
援外	midsubj	positive
院士	strongsubj	positive
岳父	strongsubj	positive
云翳	midsubj	negative
晕车	midsubj	negative
砸饭碗	strongsubj	negative
在行	strongsubj	positive
糟改	strongsubj	negative
增产	strongsubj	positive
增殖	strongsubj	negative
批郤导窾	strongsubj	positive
一蹴而就	strongsubj	positive
安堵如故	strongsubj	positive
存亡绝续	strongsubj	negative
福无双至	strongsubj	negative
积羽沉舟	strongsubj	negative
首当其冲	strongsubj	negative
象齿焚身	strongsubj	negative
大白于天下	strongsubj	positive
不足为据	strongsubj	negative
强颜为笑	strongsubj	negative
一无所失	strongsubj	positive
百足之虫，死而不僵	strongsubj	negative
有钱使得鬼推磨	strongsubj	negative
不存芥蒂	strongsubj	positive
声应气求	strongsubj	positive
三顾茅庐　	strongsubj	positive
钻皮出羽	strongsubj	negative
击节称赏　	midsubj	positive
强死强活　	strongsubj	negative
太丘道广　	midsubj	positive
不弃草昧　	midsubj	positive
海屋添筹　	strongsubj	positive
天保九如　	strongsubj	positive
螽斯衍庆　	strongsubj	positive
未能免俗	midsubj	negative
立足之地	midsubj	negative
月下花前	strongsubj	positive
深壁高垒	midsubj	positive
九霄云外	midsubj	negative
朝发夕至	midsubj	positive
千岩竞秀	midsubj	positive
草长莺飞	strongsubj	positive
流水桃花	strongsubj	positive
纷红骇绿	midsubj	positive
郁郁葱葱 	strongsubj	positive
手泽之遗	strongsubj	negative
左图右史	strongsubj	positive
海市蜃楼	strongsubj	negative
污泥浊水	strongsubj	negative
喷薄欲出	strongsubj	positive
硕大无朋	strongsubj	positive
不足	midsubj	negative
裁汰	strongsubj	negative
残疾	strongsubj	negative
插脚	strongsubj	negative
搀和	strongsubj	negative
引车卖浆	midsubj	negative
引商刻角	weaksubj	positive
饮冰吞檗	midsubj	positive
饮犊上流	midsubj	positive
莺飞草长	midsubj	0
鹰击长空	midsubj	positive
营私植党	midsubj	negative
郢匠挥斤	midsubj	positive
映雪囊萤	midsubj	positive
雍容典雅	midsubj	positive
优游自適	midsubj	0
悠游自在	midsubj	0
游蜂戏蝶	midsubj	negative
游戏翰墨	midsubj	negative
有我无人	midsubj	negative
有气无力	midsubj	negative
有声没气	midsubj	negative
狖轭鼯轩	midsubj	positive
予智予雄	strongsubj	negative
余响绕梁	strongsubj	positive
鱼水相懽	strongsubj	positive
鱼游濠上	midsubj	positive
鱼龙漫衍	strongsubj	negative
娱妻弄子	midsubj	0
逾墙钻穴	strongsubj	negative
愚夫蠢妇	midsubj	negative
雨泣云愁	midsubj	0
雨愁烟恨	midsubj	0
语言无味	midsubj	negative
玉石不分	midsubj	negative
玉液金浆	midsubj	0
玉质金相	strongsubj	positive
玉关人老	strongsubj	0
遇事生端	strongsubj	negative
鬻宠擅权	midsubj	negative
渊渟岳峙	strongsubj	positive
元奸巨恶	strongsubj	negative
各为其主	midsubj	negative
竭泽而渔	strongsubj	negative
糊涂	weaksubj	negative
乳臭末干	midsubj	negative
蔽聪塞明	midsubj	negative
有限如盲	midsubj	negative
驽马铅刀	midsubj	negative
庸医杀人	weaksubj	negative
寡闻少见	midsubj	negative
浅见	weaksubj	negative
坎井之蛙	midsubj	negative
了不长进	midsubj	negative
心闲手敏	midsubj	positive
东张西望	weaksubj	negative
大声疾呼	weaksubj	negative
指桑骂槐 	midsubj	negative
急起直迫	midsubj	positive
健步如飞	strongsubj	positive
因利乘便	weaksubj	positive
有以善处	midsubj	positive
删繁就简	midsubj	positive
不折不扣	midsubj	positive
一步一个脚印	midsubj	positive
徒宅忘妻	strongsubj	negative
以指挠沸	midsubj	negative
锋芒不露	midsubj	negative
严肃	weaksubj	positive
闭目塞听	midsubj	negative
以耳代目	midsubj	negative
一棍子打死	strongsubj	negative
扣槃扪烛	midsubj	negative
奉行故事	weaksubj	negative
以古非今	midsubj	negative
远求骐骥	midsubj	positive
知白守黑	weaksubj	negative
作壁上观	midsubj	negative
落落穆穆	midsubj	negative
萧曹避席	strongsubj	positive
芳兰竞体	midsubj	positive
听任	midsubj	negative
大题小做	weaksubj	negative
不相闻问杜门谢客	midsubj	negative
了身达命	strongsubj	0
捩手覆羹	strongsubj	negative
林籁泉韵	strongsubj	positive
伶仃孤苦	strongsubj	negative
零丁孤苦	strongsubj	negative
另眼相待	weaksubj	positive
令原之戚	strongsubj	0
流水落花	midsubj	positive
流星掣电	strongsubj	positive
流溺忘反	strongsubj	positive
流离颠疐	strongsubj	negative
柳眉剔竖	strongsubj	negative
柳腰花态	strongsubj	positive
柳亸花娇	strongsubj	positive
六畜不安	strongsubj	positive
六尘不染	strongsubj	0
龙血玄黄	strongsubj	negative
龙言凤语	strongsubj	positive
龙首豕足	strongsubj	negative
龙马精神	midsubj	positive
龙章麟角	strongsubj	positive
龙跧虎卧	weaksubj	positive
龙盘凤翥	midsubj	positive
龙举云兴	strongsubj	positive
龙蟠虎绕	weaksubj	positive
龙腾虎啸	strongsubj	positive
龙骧虎啸	strongsubj	positive
镂冰雕朽	strongsubj	negative
镂脂翦楮	strongsubj	negative
鲁戈挥日	strongsubj	positive
鲁阳挥戈	strongsubj	positive
鹿皮苍璧	weaksubj	negative
路见不平	strongsubj	positive
戮力壹心	strongsubj	positive
露胆披诚	strongsubj	positive
鸾孤凤只	midsubj	negative
鸾停鹄峙	midsubj	positive
鸾鹄停峙	midsubj	positive
乱坠天花	weaksubj	negative
论短道长	weaksubj	negative
骆驿不绝	weaksubj	positive
闾阎安堵	midsubj	positive
履舄交错	weaksubj	negative
麻痹大意	midsubj	negative
马去马归	weaksubj	negative
马革盛尸	strongsubj	positive
骂天咒地	midsubj	negative
买爵贩官	strongsubj	negative
卖主求荣	strongsubj	negative
卖官卖爵	strongsubj	negative
埋头苦幹	strongsubj	positive
谩藏诲盗	midsubj	negative
满脸春风	strongsubj	positive
漫天过海	midsubj	negative
盲人说象	midsubj	negative
毛发悚然	strongsubj	negative
貌是心非	weaksubj	negative
没没无闻	weaksubj	negative
没眉没眼	weaksubj	negative
每饭不忘	strongsubj	positive
门堪罗雀	strongsubj	negative
黾穴鸲巢	strongsubj	negative
迷而不反	strongsubj	negative
迷魂淫魄	weaksubj	negative
靡衣偷食	strongsubj	negative
靡然顺风	weaksubj	negative
柔情密意	midsubj	positive
柔肤弱体	midsubj	positive
如花似月	midsubj	positive
如指诸掌	midsubj	positive
如汤浇雪	midsubj	positive
如意算盘	midsubj	negative
如蹈水火	midsubj	negative
乳臭未除	midsubj	negative
入主出奴	midsubj	negative
入理切情	midsubj	positive
枘圆凿方	midsubj	negative
撒痴撒娇	midsubj	positive
三人成虎	midsubj	negative
三吐三握	midsubj	positive
三长四短	midsubj	negative
三从四德	midsubj	negative
三头八臂	midsubj	positive
三沐三薰	midsubj	positive
桑弧蓬矢	midsubj	positive
丧魂失魄	midsubj	negative
山止川行	midsubj	positive
山穷水断	midsubj	negative
扇风点火	midsubj	negative
伤化败俗	midsubj	negative
赏功罚罪	midsubj	positive
赏贤罚暴	midsubj	positive
韶颜稚齿	midsubj	positive
舍近即远	midsubj	negative
射利沽名	midsubj	negative
身心交瘁	midsubj	negative
身退功成	midsubj	positive
身当矢石	midsubj	positive
深仇宿怨	midsubj	negative
深奸巨猾	midsubj	negative
深惟重虑	midsubj	positive
神工意匠	midsubj	positive
神而明之	midsubj	positive
神来气旺	midsubj	positive
神飞色舞	midsubj	positive
神清气爽	midsubj	positive
神魂飞越	midsubj	positive
神会心融	midsubj	positive
神融气泰	midsubj	positive
